review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
RA1A7CEHXPLIK,1,36,37,N,Y
R32SUNQA0BG4IH,1,53,66,N,Y
R3Q30G4PCG93NT,1,39,46,N,Y
R12PVYMR972DWS,5,20,21,N,Y
R8X2QHXZ5NLME,5,31,33,N,Y
R385BG0RTUWQ9W,5,68,72,N,Y
ROYJVEI1JQEJE,4,111,121,N,Y
ROJXFCNZAN6N8,1,41,50,N,Y
RE76QNK2QKRY4,1,22,27,N,Y
R3PPA6HTXD9JV6,1,75,90,N,N
R3I1XTE58SIUGK,5,38,43,N,N
R15ID6OXTBXV9H,5,40,42,N,N
R2P83PKXHEA4UP,5,234,241,N,Y
R17J8Q6UNOSQJ,5,21,21,N,N
R1AGMGJHQK2XD0,4,141,147,N,Y
R3JTO7L2X9JFKK,5,87,89,N,Y
R24HQR4G2ZJ1ZB,3,20,21,N,Y
R203ROK2IRU0S7,1,46,46,N,N
R2FW4X3XVGHNE5,2,25,25,N,Y
R2HBGNSIDM87AI,5,29,30,N,Y
RTVUOSVXQDIG3,3,33,34,N,Y
R31GQ6UNH2DFED,5,43,47,N,Y
RSJCQ8HEIICGD,3,76,80,N,Y
R2RLYAHGNJ8QY8,4,25,29,N,Y
R2NZ9VL3YVCYQR,1,25,26,N,Y
R25FG867AJG6OL,1,28,30,N,Y
RGE5MZMPIUIAU,1,55,63,N,Y
R3TWMU4JTOOAJ7,5,76,79,N,N
R3TCWI1DNMDGEV,5,43,47,N,N
R12LBAAUVQAN1T,5,34,37,N,Y
R1X2E71IFLJARD,5,33,37,N,Y
RWSN2NWOOLW6B,1,22,42,N,N
R6IC8W87GISB0,1,41,42,N,N
R8X5MH4879QP,5,21,24,N,N
R15BO1PE36W6E2,5,111,118,N,Y
R3IZU7YAG1WED1,1,20,22,N,Y
RTFPWG1ZSSUM6,4,72,75,N,N
RG0OX0CUSE1PB,2,69,77,N,Y
R2GRBRDYQ8N125,5,27,28,N,N
RKBLDUVXKCO8J,1,56,67,N,N
RN4LQIDOXOZUE,5,31,34,N,N
R2D4KTS8Y6F84S,5,55,56,N,N
R3PT4T9E4AAOMX,4,29,36,N,Y
R3NIQPK8HROKQ9,1,26,41,N,N
R11A6WJRLIP088,2,20,20,N,Y
RS10EU4U2ACNW,5,37,37,N,N
R1596HGPRJGUXR,3,37,40,N,Y
R2NSSFPVSC0GT8,5,54,54,N,Y
RNC4IWAM8JQ1D,4,31,33,N,N
RGPVH8PVGTU4K,5,26,28,N,N
RX2NTJ9WYLDVZ,5,49,59,N,Y
R29JUFFECYFEU7,5,181,190,N,Y
R1S5UG4QRMEQV5,2,36,44,N,Y
RQ4P6JA96CXFA,3,471,516,Y,N
R1HTCNTMR3KPLD,2,24,24,N,Y
R1MAUTQFAWO9FE,2,57,62,N,Y
R1QTPMOAU6WCPL,4,167,185,N,N
RMQ8XMWUIGO1F,3,20,23,N,Y
R7U70RRM771TU,5,38,38,N,Y
R20EU3LMHOHOYY,3,63,64,N,Y
R3R95O5F5E1JYP,3,29,30,N,Y
R2STLF4JWUKUTF,1,31,35,N,Y
R278Y4CJ6EXHU3,1,59,62,N,N
RSWUDH0IWPB88,5,25,26,N,Y
RTCH3Z77TU7QX,5,52,55,N,Y
R1Z097MOWUWZPJ,5,24,24,N,Y
R2YIJKXZRB95ZS,5,27,30,N,Y
R35SDQGCRLXNUW,1,66,79,N,Y
R2I6RACZ2PI3QF,4,48,62,N,Y
R3POU3IXKA9TZU,5,24,25,N,Y
R2WTJKH36SBG6P,2,20,21,N,Y
R3OX40WAR4EQ9M,1,75,81,N,Y
R3HHD23C2B3EUP,5,37,38,N,Y
RY3NO4SYDC8KX,1,23,24,N,Y
RWRHVSH6I418,1,47,54,N,Y
R1XOM6ZUHSZLH0,5,63,74,N,Y
RTVI64H117T70,1,20,36,N,N
R227T9A3SPVFSC,4,50,51,N,Y
R3QMWVEAPD9MU5,2,34,35,N,Y
R14T106ZGNW9AQ,5,30,31,N,Y
R1AGIJV3QMZZXZ,5,237,244,N,N
R4RPD2KTVM31I,5,36,38,N,Y
R1S0GNKXMEDYB,3,22,24,N,Y
R3MJOHMOPQEDG4,1,243,257,N,Y
R1WHK9H72TVTXC,1,24,26,N,Y
R31212VSHT50QS,1,68,81,N,Y
R3HF8IEPUEA72A,5,27,27,N,Y
R12NHPLWGKWKP0,5,24,24,N,N
R2A7D2Q6ORBIR4,1,34,35,N,Y
R34CCUU917IPAX,4,121,127,Y,N
R1UVDAJDEDVPCO,4,30,30,N,Y
R3T0NHQU0Q35C1,1,26,32,N,Y
RZ8L7NUO3G9WQ,3,20,23,N,N
RMDKQW09B44LC,1,41,46,N,N
R3N5LILUBMNUJR,1,663,717,N,N
R4GCDQSBT7T1H,2,22,22,N,Y
R1FCB2A0L4BET4,5,64,66,N,N
R1D2IFLF14ADJC,5,23,24,N,Y
R2DT5UKHRB7UND,5,23,23,N,N
R1S16I52MDJC9Y,1,163,185,N,Y
R2OUU089WQNK9Q,5,20,20,N,Y
R3CFXOGZ1XK301,4,24,24,N,Y
R2YJRS9QN24P7R,5,25,31,N,Y
R11AYYXOI9KRO,1,22,24,N,Y
R21OIRHRIG4EF0,2,148,152,N,Y
RG1AE9167F8J8,4,24,24,N,Y
R36LT3Q80AITT2,1,26,26,N,Y
R3JAIRP6J8M0T6,2,64,70,N,N
RS0ETF3RGYLOQ,3,46,58,N,N
R2GE9L4RBAXRAR,5,40,45,N,Y
R1OMB0KW0Q2VD9,5,22,23,N,Y
R1MV86QD18RMYF,5,24,26,N,Y
R1TLTW5E4X6BPT,5,24,25,N,Y
R17EEMV4M31ZR2,5,22,26,N,Y
R3F0TV17B0CTV7,1,20,20,N,Y
RF048EQXP4QPI,2,59,64,N,Y
R1R66VCUAQ475J,5,20,22,N,Y
R1Z5PS2KGVJXYT,4,21,21,N,Y
RE7TTBGNOWGXR,1,27,30,N,Y
RLFTATU712KLW,1,25,27,N,Y
R3AH4S57LPJ5K9,3,40,44,N,Y
R1VL19X36XSTKA,5,34,38,N,Y
R1C2QDTO3CH88U,1,266,300,N,Y
R2YPI4NZXC62W4,4,275,280,N,N
RGCFSDSWB9EOA,1,21,22,N,N
R3DN37L5AP6UN9,1,24,24,N,Y
R1J4CEHKUI4G7T,1,25,26,N,N
R3R8BNVHZ6AFCS,5,27,28,N,N
RM0XE5YXP6W9D,5,39,39,N,N
R2HJ2L9L7ITG6V,1,29,31,N,Y
R2RWG716EH6PPQ,1,32,36,N,Y
R1CUCYEEFVVO6D,1,26,29,N,N
R2TN6O3WOZPH6I,4,44,45,N,Y
R2CPXYNF6W55SL,5,76,78,N,Y
R1R3ZSZNQ29G8H,1,56,58,N,Y
RDHPR7H8OIFEA,4,34,35,N,Y
R3S58M5NJ67EB7,5,22,23,N,N
R3E3CSTZXD7YPJ,4,41,43,N,N
RCH71QTEP681P,4,41,41,N,Y
R1Z7IVCDMJW2BM,5,23,23,N,Y
R1T9ZSWRTREIM1,5,20,20,N,Y
R1F75UZMY92LWW,5,20,24,N,Y
R3RY2JE8J2TO3D,1,32,34,N,Y
R3TWP53LQH20U2,5,213,218,N,Y
R1ZSCB1K4Q3M6F,5,26,29,N,Y
R3DT502K2ZTDK2,1,22,25,N,Y
RXKPOAK6U0TVJ,5,27,28,N,Y
R24AD9MAW6FURE,5,31,35,N,N
RUQ3TJWAGIS2X,5,116,124,N,Y
RR0XN5949MWQ,2,52,65,N,N
R8CRCULEEADSV,4,57,58,N,N
R3Q30CWA3IPAC3,3,24,27,N,N
RP07P0BHMEZ2V,4,217,234,N,Y
R3A7TW1H3AXDY4,5,28,29,N,N
RGIR7O0A3UDCQ,5,41,43,N,Y
R4BKYA8KNYV9E,1,433,467,N,N
R2NSFBQ0XD6YP2,1,36,41,N,Y
R23915MDLYKYZ,5,35,35,N,Y
R2PGSLBMKXVIBM,5,25,26,N,Y
R2MRTVWJNXAZ4J,1,35,37,N,N
R2584XTYOC5A0C,5,22,23,N,Y
R29LF3TUPOZMNR,5,51,55,N,Y
R208CSJIQ6T228,3,46,48,N,Y
R3E6KP2IXATFVV,5,32,34,N,N
RHJCYOZXG9FU9,5,28,33,N,Y
R26KTSZ8ZXBI6W,3,21,24,N,Y
R25OW5U9Q8BO83,5,25,26,N,Y
R3MOMOA8UP5DT8,1,27,29,N,N
R3NYM3OSPOI6IM,5,351,362,N,Y
R2HPY8AFZ2225T,5,59,68,N,Y
R2BDZU6IORPV47,5,158,171,N,Y
R2BFE65S0V52WQ,4,21,27,N,Y
R30VO9GLLWJH0F,5,99,129,N,Y
R176HUORUMC3B3,5,34,36,N,N
R21QMK74NETS1Y,5,26,28,N,Y
R36KK2PUM5U90Z,5,20,22,N,Y
R3F2EENO0IEUT6,4,125,134,N,N
R3J4NRL90F0HZ5,4,20,20,N,Y
R269IOKO0LE0TW,1,21,22,N,Y
R2T2Z60Q2H70B0,1,47,52,N,N
R3B1YXCMDNJZ46,3,21,22,N,Y
R1G0J4G29RSND5,5,26,31,N,Y
R9O7U11UWOU17,5,20,21,N,Y
RCC51ANVGOYGM,5,28,29,N,Y
R21FBITBMK8WN,5,36,36,N,Y
R31N8KIY3C4I3W,5,108,110,N,Y
R30W5MV14HLQS8,5,22,22,N,N
RICBB6OS93SGY,5,21,23,N,Y
RXMT0CPRWQ0K0,5,25,25,N,Y
R34U3YRPISG1I1,5,28,29,N,Y
R1K6CX5DEJUFKF,5,65,66,N,Y
R356QZYB592AM3,5,31,40,N,Y
RV29WIE9HDOCF,5,21,22,N,Y
RT3IXB3SLBQSI,4,41,47,N,N
R186OSGFDV1GXM,5,57,63,N,Y
R1TF27UNI4HILS,4,30,37,N,N
R2ERBHV731M5TZ,1,20,26,N,Y
R3LGFSMFE7ADAF,1,27,30,N,N
R1TYQBOB333UIY,3,35,41,N,Y
R343FLTFY3P9XO,4,51,57,N,Y
R3PSYH8T82XL4O,5,26,27,N,Y
R2RS7JKHE2ULN8,5,207,223,N,Y
RJN33OOZ0WRVY,3,24,24,N,Y
R3OTTNB3SXHMH2,5,37,47,N,Y
R1IDW174R07CM,5,29,31,N,Y
R1R09HN7DF4I9U,1,22,28,N,N
R3OVC02HGT4HCB,1,20,20,N,Y
R1A56T0W8BH0BX,5,26,28,N,Y
RZ6MD14YFQJVE,4,34,37,N,Y
R2S7G2JCDON30Q,5,35,35,N,N
R291PH9790LA82,3,103,112,N,Y
RWB15367QT203,5,22,28,Y,N
R225ZPQE3LZFM6,5,26,29,N,Y
R3HB1L5567862W,1,107,131,N,Y
R2VMM8ZXODQN1L,5,28,30,N,Y
RNPYD8EO70J33,4,20,22,N,Y
R18GSJXH09FNFB,1,144,158,N,Y
R220G7PGKI65TA,5,103,111,N,N
RTH61RO66595E,3,22,23,N,Y
R3B2YDJIDBYCP7,5,23,23,N,Y
R2FYIPDVP50RML,4,23,31,N,Y
R1II966VN6FNYE,5,33,33,N,Y
R1WL9MC95VAKB4,5,24,25,N,Y
R1VDIPUWRJA0A3,5,71,75,N,N
R1LKTQOBTU1T9I,5,164,181,N,N
R125947EG6UIC0,2,22,26,N,N
R25NTD82Q3FTKR,2,21,21,N,Y
R3G3WUEJKOEL2T,5,34,36,N,Y
R2F98FFSK7KD5T,5,119,126,N,Y
R1JBLRT1TLH69Z,1,37,43,N,Y
R28LU41U1C23TJ,1,21,26,N,Y
R2DSVNMRYVWSTA,5,22,24,N,Y
R34KBZGNN6QK8K,1,20,40,N,Y
R24Q0GPU2KMDRZ,5,26,29,N,Y
R170YUQMPBQO9S,1,44,49,N,N
R2DG64N94EPN16,5,63,65,N,Y
R5F2LV6LTZZKT,3,31,32,N,Y
R1JSC05LWFCN1V,4,60,76,N,Y
R3W1M18OTZRFJ,5,26,26,N,Y
R6XP4RR2LBL24,5,32,33,N,Y
R2DZUU2DVKN6W3,5,126,132,N,Y
R3TOTHUMG4KU7B,5,49,58,N,N
R2V4HH9DHYKQSE,1,125,133,N,Y
R1MV5F4FUU74DZ,5,40,44,N,Y
R2XU7NEWKRO56A,1,28,28,N,Y
R26V0YXFRZD26U,5,32,35,N,Y
R2C79JWA9EM9JW,5,22,26,N,Y
R1DKYHKTWFFXDP,1,54,59,N,N
R3MTFCT3YNN5H7,2,21,22,N,Y
R38TK7AJ8WQUA2,1,26,28,N,Y
R1N2P51G3EFSWG,5,208,232,N,Y
R33049J0KTYVN3,5,24,26,N,N
R2PGHO1PHTJDA8,1,41,41,N,Y
RALBWJ3GDLALQ,5,26,26,N,Y
RQM8Z359LK7UD,1,24,25,N,Y
R2ET8FY3XYLNG2,1,34,119,N,N
R1ZWA3FZ8E2E29,3,20,21,N,Y
R2K0VKHOA1RHRY,2,38,39,N,Y
R33PZ54FDLVGYZ,1,33,38,N,Y
R8E8LG53Z7D9C,1,65,76,N,Y
R3QQSD4GRPFS6U,1,36,39,N,N
R3K9IKV564UFYX,5,26,27,N,Y
R3K5RC4802M48K,5,24,25,N,N
R1GM64GHU95WYH,3,65,67,N,Y
R1UNWPH3S1CSQX,1,26,39,N,N
R342MVGO7PQB5A,5,54,64,N,N
R3PG5ET4ZALIQT,4,27,28,N,Y
R31VTOBWA7Z4LD,3,55,65,N,Y
R133EXLCCWYGF5,5,57,58,N,Y
RIMU9H4M91H3L,5,30,33,N,Y
R1NBZV1H5N9TLY,5,28,28,N,Y
RTYE980S0HOSJ,3,34,38,N,Y
RGT412PJU96IR,1,77,82,N,Y
R2WOFJ1PV03M1K,5,514,526,N,Y
R3IF5YAKOP3CW9,5,74,77,N,Y
RP2YX92IFLPIV,4,52,55,N,Y
R1BL1Z5CTYYPV2,3,35,37,N,N
R1W14DTNZ2F0F4,1,50,58,N,Y
R2IG9FWDV6E39B,5,86,93,N,N
R9R8XZGSMXTBD,3,29,30,N,Y
R257EIHB3WN1Q9,1,28,30,N,Y
RV5CG4SODXGY,1,36,47,N,Y
R3DS5ZS317EKZH,3,31,32,N,N
RERNHED0V7WT4,5,48,61,N,Y
R2PXDT78ZS9QYS,4,30,33,N,Y
R3TW810J1K8NRA,5,21,22,N,N
R1EG9D4YPRGFPJ,4,29,50,N,N
R1BP25O90ROR35,3,50,52,N,Y
R2WOANG57OF3PW,5,22,23,N,Y
R2QPZGMAEWLUQZ,5,24,24,N,N
R3AY8FP0BFKCS2,5,31,34,N,Y
R2O534K6O0QTOV,5,61,70,N,Y
RLNY25V8E5NF5,3,45,53,N,Y
R3MK9ZA3J2NOT7,1,30,37,N,Y
RBCR811LZISP1,4,22,27,N,Y
RMNGJC7R6R2AD,4,32,36,N,Y
R2ST6YJUUNHEP6,4,21,23,N,Y
R3V2CNXLYM47RJ,1,40,40,N,N
RT0OXCAPZDTU8,5,22,24,N,Y
R37456VNH3HVSE,1,31,35,N,Y
R12SQYBAVLRLNZ,1,202,235,N,Y
R12UIMDYQVR9L4,1,37,41,N,Y
R3UFY9AF6A1R10,1,59,65,N,N
R3FDQ58CNJ49B6,5,32,34,N,Y
R2VFG4O2JGUB5E,1,33,33,N,N
RBBSNX54OLLR1,5,91,100,N,N
R1IZH3I0N63MXX,5,23,24,N,Y
RB1UHYQN8A37L,1,21,30,N,N
RQXQ4CMU8YLM5,2,27,31,N,N
R2BO8GJTS7UVEW,1,33,36,N,N
R11CTITGH3Z98T,5,24,25,N,Y
RU57FLEVJFUYU,1,86,97,N,N
R37G0JLUQ55QVW,5,29,29,N,Y
R1ZYHCRNCJM2PY,1,24,28,N,Y
RHJ0RWITUBQ7X,4,99,101,N,Y
R3ETGFLF8ITAUW,1,145,167,N,N
RO8Q5DVU5BR1X,1,32,40,N,Y
R45GCMHP63AI3,5,21,21,N,N
R1Q825U4JNGCJH,5,27,32,N,N
RWO2MOHU461WY,3,30,31,N,Y
RN7EKJC94CCAT,5,31,31,N,Y
RFCRJ2DJ5WERJ,5,23,23,N,Y
R1C0332ZWSGO5S,1,23,26,N,Y
R38XYFKMRDJZ40,5,22,24,N,Y
R2XPRRHRYVKLFV,5,21,24,N,N
R13QZHTG72EDBK,5,27,27,N,N
R3C6SYT1QQ8S1F,5,20,24,N,Y
RJ1M1MZP8MM50,5,26,29,N,Y
R1T28L4SZVSLG2,5,36,48,N,Y
R3QS9AIW6BOYNY,5,76,78,N,Y
R142SQYLG3PPJU,5,373,381,N,Y
R2I98VZCN9E1GJ,5,43,50,N,Y
R1420O1PLKCBAF,3,37,49,N,Y
R3NG9TYIKH8DHM,5,26,28,N,Y
R2SRL3UW8BU67V,4,29,29,N,Y
R17J2B2EPNI337,3,117,128,N,Y
R1ZY0AAJWJ0ZJX,4,40,41,N,Y
R1088NYW2FE2F6,5,34,34,N,Y
R2DH3DX5SMIIAB,5,26,27,N,Y
ROWP6ZXGZ4A4Q,4,36,36,N,Y
R3G4FPCYTUJIJ5,2,20,30,N,Y
R1VGC320NY0EJ4,3,20,21,N,N
R1B71VVVIFMVJV,5,47,49,N,Y
R21OKYZKA16ZJJ,5,45,54,N,N
ROREJ4XKB7TXO,5,148,159,N,Y
R1CKFFU33ZC1HU,1,173,190,N,Y
R1XPHJ6COWPLZR,5,52,56,N,Y
R2M0AF5Z4YN4NE,2,21,26,N,Y
R1JPVXZFONN5XS,1,34,46,N,N
R3VCPJEFGQX800,4,21,28,N,Y
R1AA8PCJ3MJ64R,1,38,53,N,Y
RQP0R2RTHSEGO,3,24,25,N,Y
R3OJ8VX968TN6H,5,135,140,N,Y
R1OYT8GOLA9IPZ,3,75,84,N,Y
R2OR27WS9VGBOB,4,61,62,N,N
RRCN3ZY9I80TB,4,21,21,N,N
R2EXDZFRNIDE4U,5,22,23,N,Y
R1WNEWUSX4J1N7,5,52,55,N,Y
RRENRAG1VBK8P,4,21,32,N,N
R3QFOT8VS376P,1,35,36,N,Y
RKXFJGD0KM6I0,1,99,109,N,Y
R2HGL023YXITCJ,5,34,35,N,Y
R18LSDI7E805DX,1,20,24,N,Y
R3TOJ9J7JYQY7A,5,47,48,N,Y
R1GGTY3UEAFUWS,3,25,25,N,Y
R31K5L7XR4VMWE,5,41,41,N,Y
R33UABIOG5P53P,4,36,42,N,N
R129POGUVM76LH,2,118,129,N,N
RPU1W9Q19JRBJ,1,43,47,N,Y
R21JUKZ6KGPTDY,4,21,22,N,Y
R1LZ61U3T77R82,3,22,26,N,Y
R1P2UDWSHP581O,5,23,27,N,Y
R37FK9SX5I2OLB,5,20,21,N,N
R3DUIW3RUOJZ6L,5,29,33,N,Y
R3J35B42TQMOZO,5,33,35,N,Y
R1Q28N6C6SXW5K,5,1509,1548,N,Y
R1OEUJHG9YQSBB,2,31,36,N,N
R2XL7ZI2ETI0RN,1,49,52,N,Y
R1KWFSE997WQF6,1,26,42,N,Y
R28TAAZ2E0YKCI,2,137,179,N,Y
R1SDZVZN6YMZK9,4,30,35,N,Y
RCYE2T052Q7GO,1,60,68,N,Y
R2QL7P45QRZ07E,5,39,40,N,Y
R1V98V7X28GNFJ,5,80,86,N,Y
R2D3UI696RT2G1,1,89,102,N,N
R1E21EQR0QD0KZ,4,34,34,N,Y
R15VH7HK4T276N,5,61,61,N,N
R8KWAMQTVTWZ7,5,27,35,N,Y
R2EWJKFKCB0R3X,1,23,27,N,Y
RJFO2MS37L0KE,1,115,122,N,N
R23KKC5B1QH9UV,5,109,109,N,Y
R382IFU9YG5HJL,4,20,22,N,Y
RJQ6T8QMKANG6,5,29,31,N,Y
R1W7QVTPU94OKA,5,22,23,N,Y
R1UR3PWF4MD62C,4,73,76,N,N
R3DPQ2HOPGZFV,1,191,201,N,Y
RS9HNTTW67EB9,1,20,23,N,N
R1BYCATBMN16UI,5,29,30,N,Y
R1CL15B4CJRWOA,1,76,93,N,Y
R1XF2KEICGCPMS,5,499,515,N,Y
R363TZ0JQKMY2M,5,26,26,N,Y
R30IKLM1TEUFEZ,5,47,47,N,Y
R2RIH2DKX510KD,3,31,33,N,N
R2KOW81H9Q8F72,1,505,517,N,N
RVO58GBXI757P,4,30,31,N,Y
R29Y4FC1758M5S,2,119,122,N,Y
R2OPGPBVIT1ZH7,1,27,28,N,Y
R3CETFYXXA4WPD,1,39,46,N,Y
RPKGYIFJ5WG2I,5,35,36,N,Y
R1J56BSCF38ZR,5,22,24,N,Y
R3915XT8YTK4IM,5,24,25,N,Y
RCUGIP9XCPRJ8,5,66,73,N,Y
R1EGQGDQX7BRM7,5,25,27,N,N
R2R9VL2WDXVT4V,1,22,45,N,N
R1RNN5LSQGUXBU,5,55,63,N,Y
R3K1Q1ZS575CMY,5,41,47,N,N
R37B2RR385XZE6,5,28,28,N,Y
RDZA63VLAK2IM,5,77,92,N,N
R3FL6ZM0NR6QBB,1,133,140,N,Y
R14MY257MW94GQ,5,29,35,N,Y
R2VD1HX8ALIZLZ,5,206,209,N,Y
R3T87LSLC07L2Q,5,48,55,N,Y
R3TSV1FRBWBPPZ,5,30,31,N,N
R2WW4X2THW3YB5,2,24,27,Y,N
R24Y1526YW9E7H,1,29,31,N,N
R2RGRVYMV6M04E,3,33,37,N,N
R5DYAQB15HNKV,1,36,37,N,N
R1EOEMMALXHJGY,1,33,41,N,Y
R3SYN87Q7SBZ7C,5,34,36,N,Y
R3NOX6KKFWF22V,3,33,34,N,Y
RU4WAH4OC1OF5,1,51,60,N,N
RQYYOSC2MJ5B7,4,53,58,N,Y
RQO4LWF4I94V0,5,289,303,N,Y
R2DBVXPE6VFRCF,5,44,51,N,Y
REDPFR17SJAWL,4,20,23,N,Y
RS4B0VQYEVCZW,3,51,53,N,Y
R2OB199RUI07D1,3,214,225,N,N
R3QMP7QGZG4KCS,2,21,26,N,N
R1818K5RWWA86U,4,58,62,Y,N
R2WBE89SLJ7W5S,1,20,21,N,N
R1T167ZJ82LDCV,4,85,91,N,Y
REMX1N5SFXIZZ,5,81,84,N,N
R33O0AYNEJIFAT,4,23,24,N,Y
R5IIJI9ZM1R3H,5,450,474,N,Y
R170XJW3FGPOCW,1,33,38,N,Y
R28QPD689Z635O,1,72,81,N,Y
R34WXQ4OE72TAZ,1,62,70,N,N
R2J4GQD2X8WBYL,1,35,38,N,Y
R2Y88MMXY78X89,5,45,46,N,Y
RTM80C0SCFU94,5,38,39,N,Y
RXUYY8UPTSH5A,5,28,34,N,Y
R195853EANYLPH,5,62,75,N,Y
R2271BO6T2D1MU,5,24,26,N,Y
R2GOXVED7VL8SU,5,194,200,N,Y
REGU7B30XW5VV,3,20,23,N,N
R2B9E34D91759V,3,22,22,N,N
RXSKYWF9TJOWV,3,45,50,N,N
R2O1Z8A0RK3Z6B,1,53,66,N,Y
R3MGL4RQG1H5F,5,21,21,N,Y
R1DG4FRJX4GJ96,5,23,23,N,Y
R2QGOASEDUH82T,4,43,46,N,Y
R2Q5T5UK2WS1UV,1,23,25,N,Y
R14XLWAK1EKRTA,1,57,63,N,N
R18BMXWABU852O,5,69,76,N,Y
RIL7VNS8NC0JN,2,95,103,N,Y
R2KIN9M3GEI29,4,68,72,N,N
R3H6QGCME6ZAO1,3,31,31,N,Y
R85AIK81YYGF5,1,31,34,N,Y
R266534AUW4ODI,1,34,45,N,N
RJ10YMV48SCKW,4,110,124,N,Y
R26BCJQ097EQHX,2,84,85,N,Y
RJT9NDZTW6H1L,4,21,21,N,Y
RISBT6JHD92A2,3,22,22,N,Y
RE6BB2V1ZN9ZW,3,64,66,N,Y
R3F73IWQLKFZKB,3,173,182,N,Y
R1CKFL366RYCSW,5,20,21,N,Y
R362X40PT89L15,4,39,41,N,N
R1KOBIFR9HDQA,2,22,27,N,Y
RB6LE7CAGZ9BS,5,49,57,N,N
R1OL57VK27CLL0,5,31,34,N,Y
R3MI5S9ZTNF227,5,49,61,N,Y
R1LEEH0K6H0M5X,5,59,60,N,Y
R7BSIOQI7BH4K,2,343,375,N,Y
RKA4FQI0OPP73,5,279,283,N,N
R2O4BKGWSRTC4,4,53,57,N,Y
RIUS8L2XFNYGL,5,25,28,N,Y
R2S6AZYKT7IJZ6,5,153,159,N,Y
R27M9207K2CZBS,1,22,29,N,N
R2ORJE8SVAAZEU,2,48,62,N,Y
R1JUWL9DQGPK4R,4,38,44,N,N
RGJV5CZ6D06QN,5,24,26,Y,N
R3TTJ4G8QUV0YN,2,29,34,N,Y
R31Z6H23FE45N2,5,24,33,N,Y
R1UOP8B78T5ZP7,1,46,46,N,Y
R13QVHBL4WKN85,2,37,41,N,Y
R968YT1DKT58W,1,174,209,N,Y
R14NJ59KOZPPMK,4,21,24,N,Y
R1F1DNC77UGG4J,5,38,40,N,Y
R1AIO53Q83EZ95,1,142,165,N,Y
R3RZ3399ALED81,1,131,133,N,Y
R3SWGNBHGK0BO3,5,21,21,N,N
RZVNOT7GZQ35A,3,20,20,N,N
RD1FGTNBWSQ7B,1,754,872,N,N
R3QQ6WQ6RU8A3J,5,40,45,N,Y
R1KRI0QXLR21GH,3,37,41,N,Y
R30KQK4LHID54I,5,22,30,N,N
R13NQFXGE9XKP9,5,21,27,N,Y
R318W8K0SQRY0D,1,21,26,N,N
R3AK4JY29DOXHI,5,144,156,N,N
R16RPT4TN1P383,1,87,96,N,N
R2HHLC9EQZ7DU3,5,66,68,N,Y
R2E892FVI3HB8R,1,51,55,N,N
RE1B8FW3P14Y7,1,26,46,N,Y
R3PR7FXQJX6FQN,3,22,22,N,N
RRWYVC0WBKL2S,3,25,27,N,N
R223WSES67U1IX,5,29,29,N,Y
R2FKQD9PE46K6R,1,21,25,N,Y
R1Q7J607X4CPTP,5,371,397,N,Y
R7B53BU1VLQ7G,5,33,40,N,N
R2A1AWK8HOQKSI,2,21,25,N,Y
R277PV8QC7D1FQ,5,243,259,Y,N
R2UM002MFD43TS,5,171,173,N,Y
R3B1Y3ZXC711BT,5,53,69,N,Y
R25DZQCRC6L6N4,1,25,26,N,N
R2LJ6W0R2Q8STB,5,22,26,N,N
R31R1AP323D0N2,5,37,37,N,Y
R14RRKJALUS8LO,3,21,42,N,N
R644PSZQRH9M3,5,51,54,N,Y
R20ERETLSS3547,4,20,21,N,N
R5JV6UK2ND4G5,1,34,37,N,N
R3LSOPC9XMJQAN,1,46,55,N,Y
R8RM18SGA5Y79,4,60,64,N,N
R1IAUIBQXEV1YM,1,463,549,N,N
R1VYLS99XUKV3R,2,31,33,N,Y
R3904SHZIUPAFB,5,25,25,N,Y
R2WR01UGYHW9WJ,1,77,85,N,Y
R3DYV5MUTRTJBJ,5,83,85,N,N
RWE4JTW5KZJX2,5,59,61,N,Y
RP9E7BLY92404,5,29,29,N,Y
R1PWJLW3IPPPV2,5,20,21,N,Y
R3UEAY8AWA87PP,5,57,60,N,Y
R3CBR6C75WAW9A,5,56,68,N,N
R1X4F5ANNQKMXB,1,54,60,N,Y
R37Z6B76WQ88RQ,1,100,110,N,Y
R9JITLO8SINM0,5,23,23,N,Y
R1M6IRI75DMLFG,1,75,82,N,Y
R3E58FP9FOE3PW,1,35,36,N,N
R5A8YGHR36CDS,5,68,74,N,Y
R3G70EN2HF1AX5,1,124,142,N,Y
R1SDMW9Z1PCNNG,3,23,27,N,Y
R3RDXYHWIIIN0A,4,23,23,N,Y
R13KG9P5VAELUS,3,21,22,N,N
REETCPNP2DUUL,2,22,23,N,N
R2QFXSKNNR6NAX,4,27,29,N,N
R2PV2ESSDK3LSU,5,28,29,N,N
RGQVZ1HIVK04B,4,22,26,N,Y
R2RDP7UJ6V6M34,3,21,24,N,Y
R2H8YGZ8VPLDW1,1,161,190,N,Y
R2E7R2CJ67AXKW,5,186,189,N,Y
RXCP6112MCA8P,3,22,36,N,N
RH654IX0UOUBB,5,77,84,N,Y
R1DI5YWUAV8TT2,2,22,23,N,N
RG6FBOQVHAIRB,5,40,46,N,N
RPMBJDAHT8BJY,4,21,24,N,Y
R3VFUMAMUHXJF8,5,37,38,N,Y
RT0IKZ96Z99K4,1,325,351,N,Y
